index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
721,793,xxxHOLiC Movie: Manatsu no Yoru no Yume,xxxHOLiC The Movie: A Midsummer Night's Dream,Movie,7.98,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']","['Shochiku', 'Kodansha', 'Movic']",[],"['""Sanagi ~theme from HOLiC the movie~"" by Suga Shikao']","Summer break has arrived, but while his other classmates are out having fun, Kimihiro Watanuki continues to work as compensation for the eccentric Yuuko in her shop. With the spirits and supernatural phenomena that bother him lessening, he pays his dues by cleaning, cooking, and doing whatever else the apparently lazy Yuuko needs. Watanuki, however, gets involved in a new predicament when Yuuko receives a mysterious invitation to a mansion whose owner seeks Yuuko's wish-granting ability. When he, Yuuko, and his classmate Shizuka Doumeki make their way to the peculiar residence, they meet others who were summoned by the same strange invitation. All of them are collectors of various unique items, drawn there by the chance to expand their collections. But as the collectors begin to disappear one by one, Watanuki and his companions must solve the mystery and put the case to rest, or find themselves in risk of danger. [Written by MAL Rewrite]","{'Parent story': [{'mal_id': 861, 'type': 'anime', 'name': 'xxxHOLiC', 'url': 'https://myanimelist.net/anime/861/xxxHOLiC'}]}",yuuko mansion fun peculiar continu suga find holic shop clean put movic appar sanagi wish predica kimihiro kodansha chanc danger spirit phenomena work pay drawn involv whose summer psycholog seek shikao make theme whatev way lessen movi new comedi watanuki must cook eccentr item owner supernatur lazi compens collector companion break drama bother due howev mysteri rest abil summon resid strang arriv doumeki begin meet themselv need grant shochiku els invit shizuka case various risk receiv disappear one classmat uniqu collect expand solv get
723,796,Mahoujin Guru Guru Movie,Magical Circle Guru Guru Movie,Movie,6.83,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",[],"['""Kin no Tobira"" by Satomi Kihara with Radio Heart']","['""Love Goes"" by HIM']","The hero Nike and magic user Kukuri learn of the ""Pickle of Happiness"", an item that will grant a wish to the one who eats it. With the help of old friends, they must beat the monsters to the Pickle and convince its guardian dragon to give it to them. (Source: ANN)","{'Parent story': [{'mal_id': 331, 'type': 'anime', 'name': 'Mahoujin Guruguru', 'url': 'https://myanimelist.net/anime/331/Mahoujin_Guruguru'}]}",old monster kin guardian kukuri give comedi must dragon kihara love item goe nike one convinc magic friend sourc pickl radio heart shounen tobira fantasi hero wish help learn user happi beat satomi eat grant adventur
729,807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,Tsubasa RESERVoir CHRoNiCLE The Movie: The Princess in the Birdcage Kingdom,Movie,7.34,"['Action', 'Adventure', 'Fantasy', 'Drama', 'Shounen']","['Shochiku', 'NHK', 'Kodansha', 'Movic', 'Nippon Shuppan Hanbai (Nippan) K.K.']","['""aerial"" by Kinya']","['""Amurita"" by Yui Makino']","In their continuing journey to find the feathers that are the fragments of Sakura's lost memory, Syaoran, Kurogane, Fai, and Sakura move through time and space with Mokona. Here, they visit the ""Land of the Birdcage,"" a seemingly peaceful country where people and birds live together, each person having a bird companion. After a boy named Koruri confuses Syaoran and Sakura for ""bodyguards"" and attacks them, they learn that the king of the country possesses a mysterious power. Princess Tomoyo, Koruri, and the other oppressed citizens, having had their birds taken from them, live in hiding within the forest. In order to take back Sakura's feather, Syaoran and the others stand up against the scheming king. (Source: ANN)","{'Adaptation': [{'mal_id': 9, 'type': 'manga', 'name': 'Tsubasa: RESERVoir CHRoNiCLE', 'url': 'https://myanimelist.net/manga/9/Tsubasa__RESERVoir_CHRoNiCLE'}], 'Parent story': [{'mal_id': 177, 'type': 'anime', 'name': 'Tsubasa Chronicle', 'url': 'https://myanimelist.net/anime/177/Tsubasa_Chronicle'}]}",shochiku shuppan nippon mokona attack sakura oppress person action kinya makino move space syaoran nhk fai togeth take order tomoyo continu power find journey citizen aerial possess companion drama stand movic within taken bodyguard birdcag mysteri sourc bird nippan confus shounen time amurita visit seem princess forest fantasi yui lost kurogan koruri feather peac countri learn memori scheme peopl boy name kodansha king hanbai hide fragment back land live adventur
735,814,Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Prince of Tennis: Atobe Kara no Okurimono,Movie,7.51,"['Comedy', 'Sports', 'Shounen']","['Production I.G', 'Nihon Ad Systems']",[],"['""Brand New Day"" by 3 Guava Trio', '""Departures"" by Aozu and Cap to Bin (Seigaku Regulars)']","Hyoutei Gakuen's strange (but impossibly wealthy) captain Atobe Keigo decides to throw a giant birthday party for his friend and teammate Kabaji. He invites the rest of the Prince of Tennis cast. Together they participate in many different sports and events: dancing, swimming, soccer, a relay race, and more. (Source: ANN)","{'Parent story': [{'mal_id': 22, 'type': 'anime', 'name': 'Tennis no Ouji-sama', 'url': 'https://myanimelist.net/anime/22/Tennis_no_Ouji-sama'}]}",parti tenni invit guava captain particip new soccer sport relay teammat race hyoutei comedi princ aozu togeth decid throw wealthi birthday giant cast trio friend system sourc rest shounen event product cap keigo gakuen mani nihon strang regular kabaji departur brand differ swim atob imposs seigaku danc bin day
736,815,Tennis no Ouji-sama Movie 1: Futari no Samurai - The First Game,"The Prince of Tennis: The Two Samurai, The First Game",Movie,7.38,"['Action', 'Sports', 'Shounen']","['Nihon Ad Systems', 'Shueisha']","['""Seishun Glory (青春グローリー)"" by SCRIPT']","['""Seishun Glory (青春グローリー)"" by SCRIPT']","The regular players from Seigaku participates in an exhibition game aboard a cruise ship. However, they discover that the event is being run by a corrupt millionaire heavily involved in illegal gambling and betting, who demands that they lose the match on purpose. To add to the confusion, one of the players on the rival team introduces himself as Ryoma's brother. (Source: ANN)","{'Parent story': [{'mal_id': 22, 'type': 'anime', 'name': 'Tennis no Ouji-sama', 'url': 'https://myanimelist.net/anime/22/Tennis_no_Ouji-sama'}]}",script ship ryoma particip bet introduc shueisha player action exhibit rival brother sport heavili involv one aboard cruis millionair lose purpos run howev system sourc confus gambl shounen event glori corrupt nihon seishun match regular illeg game add discov seigaku team demand
762,844,Konjiki no Gash Bell!!: 101 Banme no Mamono,Gash Bell The 1st Movie: Unlisted Demon,Movie,7.29,"['Adventure', 'Shounen', 'Supernatural']",[],"['""Kimi ni Kono Koe ga Todokimasu yō ni"" by Takayoshi Tanimoto']","['""Namida Wo Fuite (Wipe Away Your Tears)"" by Ueto Aya']","During the Summer holidays, Gash and gang decide to head for Fuji Mountain for a picnic gathering. There, they encounter a girl with a white magical book. Her name is Kotoha and her book has a message saying that Gash's mother is located a cave in the forest. However, when they eventually found the cave, there was already a blond-haired youth by the name of Wiseman. In order to rescue Wiseman, Gash and the others attempt to proceed into the depths of the cave and stumble upon the entrance to another world. Soon later, the strongest warrior, the Black Knight, appeared before them. Thinking that Gash was the one who stole the 101th magical book, the Black Knight started to attack them. Gash and Kiyomaro have to find the real criminal in exactly 24 hours, or else they will be stuck in the alternative world forever.","{'Parent story': [{'mal_id': 250, 'type': 'anime', 'name': 'Konjiki no Gash Bell!!', 'url': 'https://myanimelist.net/anime/250/Konjiki_no_Gash_Bell'}]}",gather depth strongest appear rescu soon hair namida find magic gash youth fuit shounen befor crimin encount upon holiday cave white head alreadi forev found kimi gang dure real summer fuji stole tanimoto warrior world forest mother later name takayoshi locat away anoth proceed order supernatur altern howev stumbl start book koe knight blond picnic kono wiseman black els attack todokimasu wipe exact decid one tear girl attempt entranc ueto hour mountain think messag aya kotoha kiyomaro stuck eventu say adventur
782,866,Slayers Premium,Slayers Premium,Movie,7.22,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","['Starchild Records', 'chara-ani.com', 'GANSIS']",[],"['""Feel Well"" by Megumi Hayashibara']","Lina and Gourry travel to a seaside town named Acassi, where octopus tentacle is a delicacy. However, the octopus meat carries a curse that dooms the eater to only speak Takogo (octopus language). Amelia, Zelgadiss, and Xelloss all show up, and the main four characters (Lina, Gourry, Ameria, Zelgadiss) get cursed. The octopi enlist the power of a mazoku to get rid of the humans once and for all. The white sorceress Ruma must learn the cure to the curse from her long-lost master in order to save the town. (Source: ANN)","{'Adaptation': [{'mal_id': 717, 'type': 'manga', 'name': 'Slayers Premium', 'url': 'https://myanimelist.net/manga/717/Slayers_Premium'}], 'Prequel': [{'mal_id': 535, 'type': 'anime', 'name': 'Slayers Next', 'url': 'https://myanimelist.net/anime/535/Slayers_Next'}], 'Sequel': [{'mal_id': 1172, 'type': 'anime', 'name': 'Slayers Try', 'url': 'https://myanimelist.net/anime/1172/Slayers_Try'}]}",amelia cure travel octopus hayashibara takogo carri comedi doom must speak languag feel acassi master eater delicaci long order power human magic record show enlist onc four howev town chara mazoku sourc shounen gourri curs sorceress com ruma ani fantasi seasid lost gansi starchild ameria learn onli octopi save name well main rid meat tentacl zelgadiss lina megumi white charact get xelloss adventur
783,867,Slayers Gorgeous,Slayers Gorgeous,Movie,7.34,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Supernatural']",['Kadokawa Shoten'],[],"['""Raging Waves"" by Megumi Hayashibara']","Sorceresses Lina Inverse and Naga the Serpent are enjoying a meal in a villiage when the residents suddenly retreat indoors and two armies - one of men and one of a young girl and a tribe of dragons. Although the ruler of the town originally tries to convince Lina that this is because of a dark legacy, in truth the dragon army is led by his daughter and their battles are over her allowance. Lina agrees to help the ruler while Naga joins his daughter, Marlene. (Source: ANN)","{'Adaptation': [{'mal_id': 20871, 'type': 'manga', 'name': 'Slayers Original Movie Screenplay Book', 'url': 'https://myanimelist.net/manga/20871/Slayers_Original_Movie_Screenplay_Book'}], 'Sequel': [{'mal_id': 534, 'type': 'anime', 'name': 'Slayers', 'url': 'https://myanimelist.net/anime/534/Slayers'}], 'Prequel': [{'mal_id': 868, 'type': 'anime', 'name': 'Slayers Great', 'url': 'https://myanimelist.net/anime/868/Slayers_Great'}]}",led marlen hayashibara serpent tri comedi armi dragon young legaci meal sudden one supernatur villiag convinc kadokawa origin magic indoor invers battl girl shoten town rage sourc becaus tribe retreat sorceress join fantasi resid enjoy help wave although agre dark allow two lina megumi ruler men daughter naga truth adventur
784,868,Slayers Great,Slayers Movie 3,Movie,7.34,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","['TV Tokyo', 'SoftX']",[],"['""Reflection"" by Megumi Hayashibara']","Laia Einburg wants for her father Galia, who is a talented golom maker, and her equally ambitious brother Huey to end a long running feud. But her luck changes for the worse when Lina Inverse and Naga the Serpent save Laia from a rampaging golem. (Source: ANN)","{'Adaptation': [{'mal_id': 20871, 'type': 'manga', 'name': 'Slayers Original Movie Screenplay Book', 'url': 'https://myanimelist.net/manga/20871/Slayers_Original_Movie_Screenplay_Book'}], 'Sequel': [{'mal_id': 867, 'type': 'anime', 'name': 'Slayers Gorgeous', 'url': 'https://myanimelist.net/anime/867/Slayers_Gorgeous'}], 'Prequel': [{'mal_id': 869, 'type': 'anime', 'name': 'Slayers Return', 'url': 'https://myanimelist.net/anime/869/Slayers_Return'}]}",einburg hayashibara brother serpent golem talent comedi reflect naga long tokyo huey magic invers run ambiti sourc father end golom shounen softx adventur wors rampag laia fantasi save feud lina megumi want luck maker galia chang equal
785,869,Slayers Return,Slayers Movie 2,Movie,7.34,"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']","['Bandai Visual', 'Kadokawa Shoten']",[],"['""Just Be Conscious"" by Megumi Hayashibara']","The inhabitants of the village of Biaz, forced to labor in the serivce of the world-domination-happy Zein organization, hires Lina Inverse and Naga The Serpent to drive off the invaders. Lina and Naga agree, lured by stories of Elfin treasure sleeping below Biaz, only to get considerably more trouble -from the Zein and from the treasure - than they ever expected. (Source: ANN)","{'Adaptation': [{'mal_id': 723, 'type': 'manga', 'name': 'Slayers: Super Explosive Demon Story', 'url': 'https://myanimelist.net/manga/723/Slayers__Super_Explosive_Demon_Story'}, {'mal_id': 20871, 'type': 'manga', 'name': 'Slayers Original Movie Screenplay Book', 'url': 'https://myanimelist.net/manga/20871/Slayers_Original_Movie_Screenplay_Book'}], 'Prequel': [{'mal_id': 536, 'type': 'anime', 'name': 'Slayers: The Motion Picture', 'url': 'https://myanimelist.net/anime/536/Slayers__The_Motion_Picture'}], 'Sequel': [{'mal_id': 868, 'type': 'anime', 'name': 'Slayers Great', 'url': 'https://myanimelist.net/anime/868/Slayers_Great'}]}",elfin hayashibara visual serpent stori comedi sleep villag conscious kadokawa lure magic invers shoten zein sourc ever shounen troubl bandai biaz expect world fantasi onli labor happi agre treasur forc consider invad drive inhabit hire serivc megumi lina naga get domin organ adventur
790,875,Mind Game,Mind Game,Movie,7.8,"['Adventure', 'Comedy', 'Dementia', 'Psychological', 'Romance']",['Beyond C.'],[],"['""Saisho de Saigo no Koi"" by Fayray']","After seeing her jump onto a subway at the last second and getting her ankle crushed between the doors, Nishi reconnects with his high school sweetheart, Myon. Nishi is still very much in love with Myon, but is shocked to learn that she is engaged to another man. Nishi agrees to meet Myon's fiancé at her family's Yakitori restaurant, but members of the Yakuza storm the joint and murder Nishi when he tries to stop them from raping Myon. Nishi, now dead, wakes up and meets a constantly shapeshifting god, who mocks him for dying. The god tells Nishi to walk into a portal and disappear from existence, which Nishi rejects, choosing instead to sprint past the god and reanimate. With a new outlook on life and knowledge of how the Yakuza are going to attack him, Nishi kills one of the Yakuza with his own gun, fleeing in a stolen car with Myon and her sister. Acclaimed director Masaaki Yuasa's debut film, Mind Game's constantly shifting visuals tell a story about living one's life without regrets that is unlike any other. [Written by MAL Rewrite]","{'Adaptation': [{'mal_id': 73265, 'type': 'manga', 'name': 'Mind Game', 'url': 'https://myanimelist.net/manga/73265/Mind_Game'}]}",yakitori tell high director stori yuasa man unlik storm sweetheart beyond myon walk portal dementia game knowledg engag veri get live fayray shock tri saisho mock life psycholog without sprint onto crush ani saigo shapeshift rape past instead constant ankl second subway romanc mind new film visual still wake gun comedi anoth love jump nishi fianc last learn shift reconnect agre dead meet koi see car outlook much stop attack choos member disappear door kill god famili one reject stolen die masaaki debut acclaim regret yakuza joint reanim restaur school flee sister murder exist adventur
797,882,Yuu☆Yuu☆Hakusho (Movie),Yu Yu Hakusho: The Movie,Movie,6.84,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']",[],"['""Hohoemi no Bakudan (微笑みの爆弾)"" by Matsuko Mawatari']","['""Sayonara Bye Bye"" by Matsuko Mawatari']","Yusuke Urameshi is not exactly what you'd call an angel. In fact, some might call him down right devilish. But when he dies in an accident trying to save a child, he finds himself in the Spirit World. Unfortunately for Yusuke, his name is not listed in the Book of Enma, which means it was one big mistake! So he should return from the Spirit World, but must pass a few tests first, and become a detective of the spiritual world. So now Yusuke works in the Spirit World as a half-dead, half-alive agent for Koenma, son of the ruler of the Spirit World. This position does have its disadvantages, especially when you're trying to enjoy your summer vacation and Koenma gets kidnapped! So now Yusuke must interrupt his summer fun to find Koenma and trade the Golden Seal of King Enma for his life. But if someone other then King Enma has the Golden Seal there will be chaos in the Spirit World! What's a half-dead spirit detective to do? With the aide of his closest allies, Yusuke sets off for Magma Valley, to save the life of the one who saved his, and find out who's at the bottom of this evil conspiracy. (Source: AnimeNfo)","{'Parent story': [{'mal_id': 392, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho', 'url': 'https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho'}]}",valley action first animenfo fun yusuk find detect shounen angel bye big enjoy unfortun ruler chao spirit tri seal work magma martial half posit summer life disadvantag mean fact sourc vacat trade world hohoemi someon child name mawatari list bottom especi comedi enma pass must doe closest urameshi kidnap evil right alli supernatur art spiritu conspiraci book return dead mistak agent call test devilish golden exact aliv son might one matsuko interrupt die demon accid becom bakudan koenma save set sayonara king aid get adventur
798,883,Yuu☆Yuu☆Hakusho: Meikai Shitou-hen - Honoo no Kizuna,Yu Yu Hakusho the Movie: Poltergeist Report,Movie,7.22,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Martial Arts', 'Shounen']","['Movic', 'A-Line']",[],"['""Sayonara wa Iwanai"" by Person Z']","Millennia ago, a war was fought between the Netherworld and the Spirit World. Ultimately, the Netherworld was destroyed and Lord Yakumo, the King of the Netherworld, was banished to the depths of space. Now, five defenders from the Spirit World must team-up against Yakumo's Demon-Gods for possession of five, mystical sites. But Lord Yakumo is dangerously close to reclaiming the Power Sphere—the source of the Netherworld's energy—and once it is again in his possession, our world will become the new Netherworld. (Source: AniDB)","{'Parent story': [{'mal_id': 392, 'type': 'anime', 'name': 'Yuu☆Yuu☆Hakusho', 'url': 'https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho'}]}",spirit millennia depth person new action five war comedi iwanai must banish netherworld space close ago martial fought god supernatur lord power art possess defend onc movic danger anidb demon sourc shounen mystic yakumo reclaim becom line world destroy energi site ultim sayonara king team sphere adventur
799,884,Shin Angyo Onshi,Blade of the Phantom Master,Movie,6.89,"['Action', 'Fantasy']",['Shogakukan Productions'],[],"['""My Name"" by BoA']","After wandering through the desert for days, a bitter warrior named Munsu is lost and unable to continue. His life is unexpectedly saved by Mon-ryon, a young man who dreams of becoming a secret agent for Jushin, a once-great country that was recently destroyed. Mon-ryon's goal is to save his girlfriend, Chunhyan, a born fighter who is held captive by the evil Lord Byonand. Then, from out of nowhere, blood begins trickling from his chest. He has been fatally wounded by the Sarinjas, a cannibalistic breed of desert goblin. The quick-thinking Munsu convinces these beasts to spare his life, in exchange for the peaceful handover of Mon-ryon's appetizing corpse. Although skeptical of Mon-ryon's motives, Munsu sets out to continue the mission that the young idealist described. Accompanied by an army of ghost troops, unleashed using the powers of Angyo Onshi, Munsu liberates Chunhyan. After visiting her boyfriend's final resting place, she declares herself Munsu's bodyguard and, together, they set out on a mission to punish those who stripped Jushin of its original glory. (Source: AniDB)","{'Adaptation': [{'mal_id': 736, 'type': 'manga', 'name': 'Shin Angyo Onshi', 'url': 'https://myanimelist.net/manga/736/Shin_Angyo_Onshi'}]}",action blood great armi motiv continu munsu lord man chunhyan onshi quick cannibalist visit lost trickl unabl breed final shogakukan describ troop use togeth convinc exchang origin life idealist anidb bodyguard sourc warrior bitter secret unleash glori ryon destroy name fighter desert captiv wander mon mission young unexpect evil place angyo beast goal chest girlfriend onc punish liber held rest fantasi countri peac spare fatal although begin ghost handov born corps day agent recent jushin byonand boa skeptic power declar nowher goblin sarinja product becom think appet strip dream save set accompani wound boyfriend
806,891,Dragon Ball Movie 2: Majinjou no Nemurihime,Dragon Ball: Sleeping Princess in Devil's Castle,Movie,6.83,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",[],"['""Makafushigi Adventure!"" by Hiroki Takahashi']","['""Romantic Ageru Yo"" by Ushio Hashimoto']","Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought. (Source: ANN)","{'Alternative version': [{'mal_id': 223, 'type': 'anime', 'name': 'Dragon Ball', 'url': 'https://myanimelist.net/anime/223/Dragon_Ball'}], 'Prequel': [{'mal_id': 502, 'type': 'anime', 'name': 'Dragon Ball Movie 1: Shen Long no Densetsu', 'url': 'https://myanimelist.net/anime/502/Dragon_Ball_Movie_1__Shen_Long_no_Densetsu'}], 'Sequel': [{'mal_id': 892, 'type': 'anime', 'name': 'Dragon Ball Movie 3: Makafushigi Daibouken', 'url': 'https://myanimelist.net/anime/892/Dragon_Ball_Movie_3__Makafushigi_Daibouken'}]}",given goku action peril mission assign comedi sleep hiroki take prove power origin super ageru sourc shounen student princess thought kame fantasi sen makafushigi ushio sci retriev romant kuririn nin hashimoto takahashi lucif adventur
807,892,Dragon Ball Movie 3: Makafushigi Daibouken,Dragon Ball: Mystical Adventure,Movie,6.91,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",[],"['""Makafushigi Adventure!"" by Hiroki Takahashi']","['""Dragon Ball Densetsu (ドラゴンボール伝説)"" by Hiroki Takahashi']","Emperor Chiaotzu's wife has gone missing, and he is told by Master Shen that if he collects the seven dragon balls he can call upon the eternal dragon and wish for her return. Meanwhile, Goku and Krillin attend the World Martial Arts Tournament, which is hosted by the Emperor; Bora and his son Upa attempt to hide the dragon ball they found from the emperor's forces, which are under the control of the evil Shen and General Tao; and Bulma conducts her own search for the dragon balls with the help of Yamcha, Puar, and Oolong. (Source: Written by page8701 from IMDB)","{'Alternative version': [{'mal_id': 223, 'type': 'anime', 'name': 'Dragon Ball', 'url': 'https://myanimelist.net/anime/223/Dragon_Ball'}], 'Prequel': [{'mal_id': 891, 'type': 'anime', 'name': 'Dragon Ball Movie 2: Majinjou no Nemurihime', 'url': 'https://myanimelist.net/anime/891/Dragon_Ball_Movie_2__Majinjou_no_Nemurihime'}], 'Sequel': [{'mal_id': 893, 'type': 'anime', 'name': 'Dragon Ball Movie 4: Saikyou e no Michi', 'url': 'https://myanimelist.net/anime/893/Dragon_Ball_Movie_4__Saikyou_e_no_Michi'}]}",bulma call conduct found imdb upa goku host bora action ball comedi puar dragon hiroki son control etern master evil martial tao seven power wife emperor art general super tournament meanwhil attend attempt sourc shen shounen collect world told fantasi wish oolong help search chiaotzu makafushigi upon return sci densetsu forc hide page yamcha gone takahashi miss krillin adventur
808,893,Dragon Ball Movie 4: Saikyou e no Michi,Dragon Ball: The Path to Power,Movie,7.18,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen', 'Super Power']",[],[],"['""DAN DAN Kokoro Hikareteku"" by FIELD OF VIEW']","A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them. (Source: ANN)","{'Alternative version': [{'mal_id': 223, 'type': 'anime', 'name': 'Dragon Ball', 'url': 'https://myanimelist.net/anime/223/Dragon_Ball'}, {'mal_id': 502, 'type': 'anime', 'name': 'Dragon Ball Movie 1: Shen Long no Densetsu', 'url': 'https://myanimelist.net/anime/502/Dragon_Ball_Movie_1__Shen_Long_no_Densetsu'}], 'Prequel': [{'mal_id': 892, 'type': 'anime', 'name': 'Dragon Ball Movie 3: Makafushigi Daibouken', 'url': 'https://myanimelist.net/anime/892/Dragon_Ball_Movie_3__Makafushigi_Daibouken'}]}",bulma goku action ball stori comedi dragon armi kokoro view take power hikareteku find origin super rather retel ribbon sourc also shounen time dan kame fantasi sen field sci differ nin meet red adventur
809,894,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,Dragon Ball Z: Dead Zone,Movie,6.74,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head Cha-La"" by Hironobu Kageyama']","['""Dete Koi Tobikiri ZENKAI Power"" by MANNA']","Kami-sama's old nemesis's son has come to exact revenge on Kami-sama for winning the title of Earth's Guardian. After kidnapping Son Gohan and using the dragon balls to gain immortality, he has a final showdown with Goku. (Source: ANN)","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}]}",old guardian goku hironobu action ball kageyama immort comedi exact sama come son use earth dragon kidnap cha gohan power titl showdown win manna sourc tobikiri zenkai shounen reveng kami nemesi fantasi dete sci head koi final gain adventur
810,895,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,Dragon Ball Z: The World's Strongest,Movie,6.7,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""CHA-LA HEAD-CHA-LA"" by  Hironobu Kageyama']","['""I・KU・SA (戦)"" by Hironobu Kageyama']",The evil Dr. Wheelo has resurrected his brain into a robot and now desires to inhabit the body of the world's strongest warrior. This means he must face Son Goku and company in a fight for Goku's life. (Source: ANN),"{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}]}",desir goku hironobu action kageyama brain comedi strongest resurrect must son evil cha robot fight life bodi mean sourc wheelo shounen compani warrior world fantasi sci face inhabit head adventur
811,896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,Dragon Ball Z: The Tree of Might,Movie,6.78,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head Cha-La"" by Hironobu Kageyama']","['""Marugoto"" by Hironobu Kageyama']",The Saiyajin named Turlus has come to Earth in order to plant a tree that will both destroy the planet and give him infinite strength. Son Goku and the Z Warriors cannot let this happen and duke it out with the invaders for the sake of the planet. (Source: ANN),"{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Sequel': [{'mal_id': 897, 'type': 'anime', 'name': 'Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu', 'url': 'https://myanimelist.net/anime/897/Dragon_Ball_Z_Movie_04__Super_Saiyajin_da_Son_Gokuu'}], 'Other': [{'mal_id': 11659, 'type': 'anime', 'name': 'Pink Mizu Dorobou Ame Dorobou', 'url': 'https://myanimelist.net/anime/11659/Pink_Mizu_Dorobou_Ame_Dorobou'}, {'mal_id': 18603, 'type': 'anime', 'name': 'Kennosuke-sama', 'url': 'https://myanimelist.net/anime/18603/Kennosuke-sama'}]}",let goku happen hironobu action sake kageyama give comedi come son earth duke cha order planet sourc adventur shounen marugoto warrior fantasi destroy infinit strength sci turlus name invad head tree saiyajin cannot plant
812,897,Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,Dragon Ball Z: Lord Slug,Movie,6.64,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head Cha-La"" by Hironobu Kageyama']","['""\'Ya\' na koto ni wa Genkidama!!"" by Hironobu Kageyama']",A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang. (Source: ANN),"{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Prequel': [{'mal_id': 896, 'type': 'anime', 'name': 'Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen', 'url': 'https://myanimelist.net/anime/896/Dragon_Ball_Z_Movie_03__Chikyuu_Marugoto_Choukessen'}]}",koto slug stop hironobu action kageyama gang come earth namekian cha super genkidama sourc shounen warrior fantasi sci name invad best head adventur
813,898,Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Dragon Ball Z: Cooler's Revenge,Movie,7.09,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",[],"['""Cha-La Head Cha-La"" by Hironobu Kageyama']","['""Tobikkiri no Saikyou Tai Saikyou"" by Hironobu Kageyama']","After defeating Frieza, Goku returns to Earth and goes on a camping trip with Gohan and Krillin. Everything is normal until Cooler—Frieza's brother—sends three henchmen after Goku. A long fight ensues between our heroes and Cooler, in which he transforms into the fourth stage of his evolution and has the edge in the fight ...until Goku transforms into Super Saiyan. (Source: ANN)","{'Parent story': [{'mal_id': 813, 'type': 'anime', 'name': 'Dragon Ball Z', 'url': 'https://myanimelist.net/anime/813/Dragon_Ball_Z'}], 'Sequel': [{'mal_id': 899, 'type': 'anime', 'name': 'Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi', 'url': 'https://myanimelist.net/anime/899/Dragon_Ball_Z_Movie_06__Gekitotsu_100-oku_Power_no_Senshi-tachi'}]}",goku cooler hironobu action brother kageyama ensu comedi defeat transform send earth cha gohan goe long henchmen edg normal fight trip super evolut fourth saiyan sourc krillin shounen tobikkiri fantasi hero camp saikyou return everyth sci frieza stage three head tai adventur
